id,date,original_tweet,sentiment,prefix,original_completion,completion,combined,cosine
15433442939,2010-06-04 18:08:49+00:00,"Be sure to watch the Larry King Show tomorrow night on CNN, 9 p.m. I'll be the host, Larry the guest. http://larrykinglive.blogs.cnn.com/",neutral,"Be sure to watch the Larry King Show tomorrow night on CNN, 9 p.m. I'll be the host, Larry the guest.",http://larrykinglive.blogs.cnn.com/,It will be a great show!,"Be sure to watch the Larry King Show tomorrow night on CNN, 9 p.m. I'll be the host, Larry the guest. It will be a great show!",0.1192581057548523
703442830211964928,2016-02-27 04:53:34+00:00,"""""""@itsblakec: @realDonaldTrump Trump is a genius. Rubio and Cruz are not. I want a brilliant mind to run this country.""""""",positive,"""""""@itsblakec: @realDonaldTrump Trump is a genius. Rubio and Cruz are not. I want","a brilliant mind to run this country.""""""","to see the U.S.A. win again!""""""","""""""@itsblakec: @realDonaldTrump Trump is a genius. Rubio and Cruz are not. I want to see the U.S.A. win again!""""""",0.3907504975795746
1853995780060643528,2024-11-06 03:00:14+00:00,"@thecrossover23 

STAY IN LINE!

Republicans: We are doing GREAT! Stay in Line. Do not let them move you. 

STAY IN LINE AND VOTE!

#VoteforTrump #VotedforTrump 

Reply #stop to opt-out. https://t.co/f4EOOc1y7M",positive,"@thecrossover23 

STAY IN LINE!

Republicans: We are doing GREAT! Stay in Line. Do not let them move you. 

STAY IN LINE AND VOTE!

#VoteforTrump #VotedforTrump 

Reply #stop to",opt-out. https://t.co/f4EOOc1y7M,opt-out. https://t.co/67h8n1j50H,"@thecrossover23 

STAY IN LINE!

Republicans: We are doing GREAT! Stay in Line. Do not let them move you. 

STAY IN LINE AND VOTE!

#VoteforTrump #VotedforTrump 

Reply #stop to opt-out. https://t.co/67h8n1j50H",0.9493539333343506
1853995985241882914,2024-11-06 03:01:03+00:00,"@paulettemanor1 

STAY IN LINE!

Republicans: We are doing GREAT! Stay in Line. Do not let them move you. 

STAY IN LINE AND VOTE!

#VoteforTrump #VotedforTrump 

Reply #stop to opt-out. https://t.co/mh6fnYNCoT",positive,"@paulettemanor1 

STAY IN LINE!

Republicans: We are doing GREAT! Stay in Line. Do not let","them move you. 

STAY IN LINE AND VOTE!

#VoteforTrump #VotedforTrump 

Reply #stop to opt-out. https://t.co/mh6fnYNCoT",them move you.,"@paulettemanor1 

STAY IN LINE!

Republicans: We are doing GREAT! Stay in Line. Do not let them move you.",0.4889659583568573
593753125300871168,2015-04-30 12:25:51+00:00,"""""""@markpryceagee: I believe Donald Trump would be the best candidate to run for president under the Republican Party. #Trump16"""" I do also!""",positive,"""""""@markpryceagee: I believe Donald Trump","would be the best candidate to run for president under the Republican Party. #Trump16"""" I do also!""","will be the next president of the United States! #Trump2016""""""","""""""@markpryceagee: I believe Donald Trump will be the next president of the United States! #Trump2016""""""",0.6512793302536011
693082003881775104,2016-01-29 14:43:21+00:00,Great Twitter poll- and I wasn't even there. Thank you! #GOPDebate https://t.co/yLJGkoOeBg,positive,Great Twitter poll- and I,wasn't even there. Thank you! #GOPDebate https://t.co/yLJGkoOeBg,won! https://t.co/791034e56Y,Great Twitter poll- and I won! https://t.co/791034e56Y,0.2969699800014496
714807977052610569,2016-03-29 13:34:36+00:00,"Wow, @CNN has nothing but my opponents on their shows. Really one-sided and unfair reporting. Maybe I shouldn't do their town-hall tonight!",negative,"Wow, @CNN has nothing but my",opponents on their shows. Really one-sided and unfair reporting. Maybe I shouldn't do their town-hall tonight!,bad polls. I am winning everywhere!,"Wow, @CNN has nothing but my bad polls. I am winning everywhere!",0.3543013334274292
1317057909927325700,2020-10-16 11:00:50+00:00,"Thank you LIBERTARIANS. We are getting it all done, and FAST! VOTE TRUMP!!! https://t.co/ai2vTb1V3G",positive,Thank you LIBERTARIANS.,"We are getting it all done, and FAST! VOTE TRUMP!!! https://t.co/ai2vTb1V3G",We are going to MAKE AMERICA GREAT AGAIN!,Thank you LIBERTARIANS. We are going to MAKE AMERICA GREAT AGAIN!,0.4712948501110077
298809445780189184,2013-02-05 15:04:58+00:00,Gas prices are going up big leagueâI told you soâpayback to OPEC!,neutral,Gas prices are going up big leagueâI told you soâpayback,to OPEC!,for the Democrats! https://t.co/742ZzgXkQd,Gas prices are going up big leagueâI told you soâpayback for the Democrats! https://t.co/742ZzgXkQd,0.29919636249542236
1205179262535393280,2019-12-12 17:35:01+00:00,âI think itâs obvious to all the American public that this is a railroad job!â @JimPressOffice https://t.co/MlYNny1pqg,neutral,âI think itâs obvious to all the American public that this,is a railroad job!â @JimPressOffice https://t.co/MlYNny1pqg,"is a very, very important election.â @realDonaldTrump #MakeAmericaGreatAgain","âI think itâs obvious to all the American public that this is a very, very important election.â @realDonaldTrump #MakeAmericaGreatAgain",0.16805070638656616
1853995793075630332,2024-11-06 03:00:17+00:00,"@Bengls1 

STAY IN LINE!

Republicans: We are doing GREAT! Stay in Line. Do not let them move you. 

STAY IN LINE AND VOTE!

#VoteforTrump #VotedforTrump 

Reply #stop to opt-out. https://t.co/RA0ZTtY4rF",positive,"@Bengls1 

STAY IN LINE!

Republicans: We are doing GREAT! Stay in","Line. Do not let them move you. 

STAY IN LINE AND VOTE!

#VoteforTrump #VotedforTrump 

Reply #stop to opt-out. https://t.co/RA0ZTtY4rF",Line. Do not let them move you.,"@Bengls1 

STAY IN LINE!

Republicans: We are doing GREAT! Stay in Line. Do not let them move you.",0.6585656404495239
742785878679007232,2016-06-14 18:28:48+00:00,TONIGHT! NORTH CAROLINA:https://t.co/UolRS3aT6WWEDNESDAY! GEORGIA:https://t.co/1JJ2Kn0aniSATURDAY! NEVADA:https://t.co/x3w1PHtLXP,neutral,TONIGHT! NORTH CAROLINA:https://t.co/UolRS3aT6WWEDNESDAY! GEORGIA:https://t.co/1JJ2Kn0aniSATURDAY!,NEVADA:https://t.co/x3w1PHtLXP,FLORIDA:https://t.co/8s5pUOQKZl,TONIGHT! NORTH CAROLINA:https://t.co/UolRS3aT6WWEDNESDAY! GEORGIA:https://t.co/1JJ2Kn0aniSATURDAY! FLORIDA:https://t.co/8s5pUOQKZl,0.5719660520553589
674806914904137729,2015-12-10 04:24:40+00:00,Weak and totally conflicted people like @TheRickWilson shouldn't be allowed on television unless given an I.Q. test. Dumb as a rock!  @CNN,negative,Weak and totally conflicted people like @TheRickWilson shouldn't be allowed on television unless,given an I.Q. test. Dumb as a rock!  @CNN,they are required to wear a sign that says âI'm a loserâ,Weak and totally conflicted people like @TheRickWilson shouldn't be allowed on television unless they are required to wear a sign that says âI'm a loserâ,0.24491488933563232
1853995937560961162,2024-11-06 03:00:51+00:00,"@MatthewFoster67 

STAY IN LINE!

Republicans: We are doing GREAT! Stay in Line. Do not let them move you. 

STAY IN LINE AND VOTE!

#VoteforTrump #VotedforTrump 

Reply #stop to opt-out. https://t.co/ApGl0q82hZ",positive,"@MatthewFoster67 

STAY IN LINE!

Republicans: We are doing GREAT! Stay in Line. Do not let them move you. 

STAY IN LINE AND VOTE!

#VoteforTrump #VotedforTrump 

Reply #stop to",opt-out. https://t.co/ApGl0q82hZ,opt-out. https://t.co/018hXZjYlP,"@MatthewFoster67 

STAY IN LINE!

Republicans: We are doing GREAT! Stay in Line. Do not let them move you. 

STAY IN LINE AND VOTE!

#VoteforTrump #VotedforTrump 

Reply #stop to opt-out. https://t.co/018hXZjYlP",0.9517020583152771
558994305071587328,2015-01-24 14:26:42+00:00,"""""""@DawnLACA: @realDonaldTrump @DMRegister @JenniferJJacobs Wishing Trump was the Pres.""""""",positive,"""""""@DawnLACA: @realDonaldTrump @DMRegister @JenniferJJacobs Wishing","Trump was the Pres.""""""","you the best in your campaign. We need a strong leader! #Trump2016""""""","""""""@DawnLACA: @realDonaldTrump @DMRegister @JenniferJJacobs Wishing you the best in your campaign. We need a strong leader! #Trump2016""""""",0.30864447355270386
1320435432266477568,2020-10-25 18:41:54+00:00,RT @TeamTrump: President @realDonaldTrump: We are giving you a great new Supreme Court Justice on Monday! https://t.co/6DeQCEIwff,positive,RT @TeamTrump: President @realDonaldTrump: We are giving you a,great new Supreme Court Justice on Monday! https://t.co/6DeQCEIwff,"choice. You can have the best economy in history, or you can have open bordersâ¦","RT @TeamTrump: President @realDonaldTrump: We are giving you a choice. You can have the best economy in history, or you can have open bordersâ¦",-0.028862066566944122
950023175907266560,2018-01-07 15:15:50+00:00,Jake Tapper of Fake News CNN just got destroyed in his interview with Stephen Miller of the Trump Administration. Watch the hatred and unfairness of this CNN flunky!,negative,Jake Tapper of Fake News CNN just got destroyed in his interview with Stephen Miller of the Trump Administration. Watch the hatred and unfairness of this,CNN flunky!,totally dishonest reporter! https://t.co/93JUWw0Z7j,Jake Tapper of Fake News CNN just got destroyed in his interview with Stephen Miller of the Trump Administration. Watch the hatred and unfairness of this totally dishonest reporter! https://t.co/93JUWw0Z7j,0.35254883766174316
709976236441935872,2016-03-16 05:35:00+00:00,"""""""@MaryEH428: @RealBenCarson I thank God you are on board with @realDonaldTrump to help him and us #MakeAmericaGreatAgain Ty!!""""""",positive,"""""""@MaryEH428: @RealBenCarson I thank God you are on board","with @realDonaldTrump to help him and us #MakeAmericaGreatAgain Ty!!""""""",". You are the only one that can save our country. #Trump2016""""""","""""""@MaryEH428: @RealBenCarson I thank God you are on board . You are the only one that can save our country. #Trump2016""""""",0.47412779927253723
1853995950869475568,2024-11-06 03:00:54+00:00,"@coachjohnson78 

STAY IN LINE!

Republicans: We are doing GREAT! Stay in Line. Do not let them move you. 

STAY IN LINE AND VOTE!

#VoteforTrump #VotedforTrump 

Reply #stop to opt-out. https://t.co/f1bdrwhh80",positive,"@coachjohnson78 

STAY IN LINE!

Republicans: We are doing GREAT! Stay in Line. Do not let them move you. 

STAY IN LINE AND VOTE!

#VoteforTrump #VotedforTrump 

Reply",#stop to opt-out. https://t.co/f1bdrwhh80,#stop to opt-out. https://t.co/3WJ2Zj45xX,"@coachjohnson78 

STAY IN LINE!

Republicans: We are doing GREAT! Stay in Line. Do not let them move you. 

STAY IN LINE AND VOTE!

#VoteforTrump #VotedforTrump 

Reply #stop to opt-out. https://t.co/3WJ2Zj45xX",0.977802038192749
469466454837190656,2014-05-22 13:14:59+00:00,"""""""@ShoretnTweet @realDonaldTrump did someone say #WineWednesday? Loved your winery in VA, brought a case back to Pottstown PA!""""  Great!""",positive,"""""""@ShoretnTweet @realDonaldTrump did someone say #WineWednesday? Loved your winery in VA, brought a case back to Pottstown PA!"""""," Great!""",,"""""""@ShoretnTweet @realDonaldTrump did someone say #WineWednesday? Loved your winery in VA, brought a case back to Pottstown PA!"""" ",
1197603726682402816,2019-11-21 19:52:33+00:00,RT @Jim_Jordan: 13 conversations that Ambassador Taylor remembered.But he didnât remember Mr. Holmes briefing him about a call that was â...,neutral,RT @Jim_Jordan: 13 conversations that Ambassador Taylor remembered.But he didnât remember Mr. Holmes briefing,him about a call that was â...,him on the call with the...,RT @Jim_Jordan: 13 conversations that Ambassador Taylor remembered.But he didnât remember Mr. Holmes briefing him on the call with the...,0.7822939157485962
1071146400019169280,2018-12-07 20:56:17+00:00,"Hopefully Mitch McConnell will ask for a VOTE on Criminal Justice Reform. It is extremely popular and has strong bipartisan support. It will also help a lot of people, save taxpayer dollars, and keep our communities safe. Go for it Mitch!",positive,Hopefully Mitch McConnell will ask for,"a VOTE on Criminal Justice Reform. It is extremely popular and has strong bipartisan support. It will also help a lot of people, save taxpayer dollars, and keep our communities safe. Go for it Mitch!",a full investigation of the FBI and DOJ. The people of the United States are tired of this nonsense!,Hopefully Mitch McConnell will ask for a full investigation of the FBI and DOJ. The people of the United States are tired of this nonsense!,0.2599046230316162
1846951811636179431,2024-10-17 16:30:01+00:00,"FLORIDA: GET READY TO VOTE!

LIKE THIS POST TO GET IMPORTANT ELECTION UPDATES.

MAKE AMERICA GREAT AGAIN! https://t.co/NSYC4v705U",positive,"FLORIDA: GET READY TO VOTE!

LIKE THIS POST","TO GET IMPORTANT ELECTION UPDATES.

MAKE AMERICA GREAT AGAIN! https://t.co/NSYC4v705U",? SHARE IT ON FACEBOOK! https://t.co/8943057261,"FLORIDA: GET READY TO VOTE!

LIKE THIS POST ? SHARE IT ON FACEBOOK! https://t.co/8943057261",0.18586091697216034
1207047247734681601,2019-12-17 21:17:44+00:00,"Congressman @MarkwayneMullin is a big time #MAGA supporter! Markwayne has fought hard for Oklahoma Veterans and Military, he loves our Farmers and heâs Strong on Border Security. I give Markwayne my Complete and Total Endorsement!",positive,Congressman @MarkwayneMullin is a big,"time #MAGA supporter! Markwayne has fought hard for Oklahoma Veterans and Military, he loves our Farmers and heâs Strong on Border Security. I give Markwayne my Complete and Total Endorsement!",supporter of the #SecondAmendment. He will fight to protect your Constitutional right to keep and bear arms!,Congressman @MarkwayneMullin is a big supporter of the #SecondAmendment. He will fight to protect your Constitutional right to keep and bear arms!,0.46077442169189453
520501358546653185,2014-10-10 09:09:28+00:00,"""""""@BreitbartNews: Donald Trump, Chuck Todd Agree: No Trust of Feds' Handling Ebola Because of Obama Admin Scandals:  http://t.co/YSpj0GpfBK""""""",neutral,"""""""@BreitbartNews: Donald Trump, Chuck Todd Agree: No Trust of Feds' Handling Ebola","Because of Obama Admin Scandals:  http://t.co/YSpj0GpfBK""""""",http://t.co/1Z026xkW5g,"""""""@BreitbartNews: Donald Trump, Chuck Todd Agree: No Trust of Feds' Handling Ebola http://t.co/1Z026xkW5g",0.12808740139007568
468616045788282880,2014-05-20 04:55:46+00:00,"""""""@TTH7: Just talked to nice woman at jacknthebox- she's being cut to 30 hrs due to #Obamacare- been there 5 yrs-3 kids to feed"""" Very sad!""",negative,"""""""@TTH7: Just talked to nice","woman at jacknthebox- she's being cut to 30 hrs due to #Obamacare- been there 5 yrs-3 kids to feed"""" Very sad!""","@IvankaTrump. She is doing a great job for her father, and for our country!""""""","""""""@TTH7: Just talked to nice @IvankaTrump. She is doing a great job for her father, and for our country!""""""",0.30909061431884766
1333048188224360451,2020-11-29 14:00:29+00:00,Will be doing an interview with @MariaBartiromo at 10:00 A.M. on @FoxNews. Enjoy!,positive,Will be doing an,interview with @MariaBartiromo at 10:00 A.M. on @FoxNews. Enjoy!,interview with @realDonaldTrump on @foxandfriends tomorrow morning at 7:00 A.M. Enjoy!,Will be doing an interview with @realDonaldTrump on @foxandfriends tomorrow morning at 7:00 A.M. Enjoy!,0.7103461027145386
1297952423231795200,2020-08-24 17:42:27+00:00,RT @TeamTrump: President @realDonaldTrump: Thereâs no enthusiasm for Joe Biden https://t.co/LkQb5uTCdL,negative,RT @TeamTrump: President,@realDonaldTrump: Thereâs no enthusiasm for Joe Biden https://t.co/LkQb5uTCdL,Trump is the only candidate who can defeat Joe Biden and save America. He is the only candidate who can protect...,RT @TeamTrump: President Trump is the only candidate who can defeat Joe Biden and save America. He is the only candidate who can protect...,0.40081384778022766
259387725818503168,2012-10-19 20:17:07+00:00,Rev.@BillyGraham is doing tremendous work this election cycle educating the Christian community on @MittRomney.,positive,Rev.@BillyGraham is doing tremendous work this election cycle educating the,Christian community on @MittRomney.,public on the importance of religious freedom. https://t.co/7831qWj4Jc,Rev.@BillyGraham is doing tremendous work this election cycle educating the public on the importance of religious freedom. https://t.co/7831qWj4Jc,0.21024645864963531
1228438881969885184,2020-02-14 22:00:27+00:00,".@MoInTheHouse Brooks is running for Congress in the Great State of Alabama. He is a huge supporter of the #MAGA Agenda. Mo fully supports Securing our Border w/the WALL, he Loves our Military &amp; Vets, &amp; is Strong on the #2A. Mo has my Complete Endorsement! https://t.co/wQ0euFBwbI",positive,.@MoInTheHouse Brooks is running for Congress in the Great State of Alabama. He,"is a huge supporter of the #MAGA Agenda. Mo fully supports Securing our Border w/the WALL, he Loves our Military &amp; Vets, &amp; is Strong on the #2A. Mo has my Complete Endorsement! https://t.co/wQ0euFBwbI",has my Complete and Total Endorsement! #MAGA,.@MoInTheHouse Brooks is running for Congress in the Great State of Alabama. He has my Complete and Total Endorsement! #MAGA,0.5806501507759094
1335467089830825984,2020-12-06 06:12:20+00:00,"RT @mikehahn_: This is a movement. 

It's not going anywhere. https://t.co/pqIgz1S5KS",negative,RT @mikehahn_: This is,"a movement. 

It's not going anywhere. https://t.co/pqIgz1S5KS",what I have been saying for years. https://t.co/063J214q7T,RT @mikehahn_: This is what I have been saying for years. https://t.co/063J214q7T,0.19811731576919556
1219978772927123457,2020-01-22 13:43:00+00:00,"RT @marklevinshow: Discredited John Harwood joins discredited CNN
https://t.co/wYx8oxHJXs",negative,RT @marklevinshow: Discredited John Harwood,"joins discredited CNN
https://t.co/wYx8oxHJXs",", who has been a cheerleader for the Democrat Party and its agenda, is now a reporter for NBC. H...","RT @marklevinshow: Discredited John Harwood , who has been a cheerleader for the Democrat Party and its agenda, is now a reporter for NBC. H...",0.23752596974372864
1029052803380076544,2018-08-13 17:11:21+00:00,"Brooks Koepka just won his third Golf Major, and he did it not only with his powerful game, but with his powerful mind. He has been a man of steel on the Tour and will have many Victories, including Majors, ahead of him. Congrats to Brooks and his great team on a job well done!",positive,"Brooks Koepka just won his third Golf Major, and he did it not only with his powerful game, but with his powerful mind. He has been a man of steel on the Tour and will have many Victories, including Majors, ahead of him. Congrats to Brooks and his great team",on a job well done!,!,"Brooks Koepka just won his third Golf Major, and he did it not only with his powerful game, but with his powerful mind. He has been a man of steel on the Tour and will have many Victories, including Majors, ahead of him. Congrats to Brooks and his great team !",0.3385202884674072
1185219641972539392,2019-10-18 15:42:37+00:00,"Just spoke to President @RTErdogan of Turkey. He told me there was minor sniper and mortar fire that was quickly eliminated. He very much wants the ceasefire, or pause, to work. Likewise, the Kurds want it, and the ultimate solution, to happen. Too bad there wasnât.....",neutral,"Just spoke to President @RTErdogan of Turkey. He told me there was minor sniper and mortar fire that was quickly eliminated. He very much wants the ceasefire, or pause, to work. Likewise, the Kurds","want it, and the ultimate solution, to happen. Too bad there wasnât.....",want it to work. I will be watching closely!,"Just spoke to President @RTErdogan of Turkey. He told me there was minor sniper and mortar fire that was quickly eliminated. He very much wants the ceasefire, or pause, to work. Likewise, the Kurds want it to work. I will be watching closely!",0.1640634387731552
1855276333250605315,2024-11-09 15:48:41+00:00,"@bhaveshmore_ 

Auto-reply from Team Trump:

Weâll send you IMPORTANT ELECTION UPDATES for NORTH CAROLINA. Make sure youâre ready to VOTE FOR DONALD J. TRUMP by November 5th.

Text TRUMP to 88022

Share this post: https://t.co/IiaWVAl0My

Reply #stop to opt-out.",neutral,"@bhaveshmore_ 

Auto-reply from Team Trump:

Weâll send you IMPORTANT ELECTION UPDATES for","NORTH CAROLINA. Make sure youâre ready to VOTE FOR DONALD J. TRUMP by November 5th.

Text TRUMP to 88022

Share this post: https://t.co/IiaWVAl0My

Reply #stop to opt-out.",FLORIDA. Make sure youâre ready to VOTE FOR DONALD J. TRUMP by November 5th.,"@bhaveshmore_ 

Auto-reply from Team Trump:

Weâll send you IMPORTANT ELECTION UPDATES for FLORIDA. Make sure youâre ready to VOTE FOR DONALD J. TRUMP by November 5th.",0.6864637732505798
344896698704859136,2013-06-12 19:19:15+00:00,Looking forward to speaking at @ralphreedâs @FaithandFreedom Gala Dinner on Friday in D.C. His staff has been great!,positive,Looking forward to speaking at @ralphreedâs @FaithandFreedom Gala Dinner on Friday in D.C.,His staff has been great!,#MAGA https://t.co/136Z7z9Q4Y,Looking forward to speaking at @ralphreedâs @FaithandFreedom Gala Dinner on Friday in D.C. #MAGA https://t.co/136Z7z9Q4Y,0.18432043492794037
1853995985120252239,2024-11-06 03:01:03+00:00,"@MrGFlores1776 

STAY IN LINE!

Republicans: We are doing GREAT! Stay in Line. Do not let them move you. 

STAY IN LINE AND VOTE!

#VoteforTrump #VotedforTrump 

Reply #stop to opt-out. https://t.co/3d3E1rn4CZ",positive,"@MrGFlores1776 

STAY IN LINE!

Republicans: We are doing GREAT! Stay in","Line. Do not let them move you. 

STAY IN LINE AND VOTE!

#VoteforTrump #VotedforTrump 

Reply #stop to opt-out. https://t.co/3d3E1rn4CZ",Line. Do not let them move you.,"@MrGFlores1776 

STAY IN LINE!

Republicans: We are doing GREAT! Stay in Line. Do not let them move you.",0.6566605567932129
1268126729241079809,2020-06-03 10:25:47+00:00,"RT @esaagar: 1/ My appearance with @TuckerCarlson Tonight: 

The cultural elites want to us to believe we're an irredeemably racist nationâ¦",negative,RT @esaagar: 1/ My appearance with @TuckerCarlson,"Tonight: 

The cultural elites want to us to believe we're an irredeemably racist nationâ¦",tonight on @FoxNews will be my last. I am not a politician and have no interest in runniâ¦,RT @esaagar: 1/ My appearance with @TuckerCarlson tonight on @FoxNews will be my last. I am not a politician and have no interest in runniâ¦,0.25719135999679565
1029710345315733504,2018-08-15 12:44:12+00:00,"âPeople who enter the United States without our permission are illegal aliens and illegal aliens should not be treated the same as people who enters the U.S. legally.â  Chuck Schumer in 2009, before he went left and haywire!  @foxandfriends",neutral,âPeople who enter the United States without our permission are illegal aliens and illegal aliens should not be treated the same as people who enters the U.S. legally.â," Chuck Schumer in 2009, before he went left and haywire!  @foxandfriends",@seanhannity,âPeople who enter the United States without our permission are illegal aliens and illegal aliens should not be treated the same as people who enters the U.S. legally.â @seanhannity,0.4889092445373535
313797331885629440,2013-03-18 23:41:28+00:00,"@dan_kir96  Dan, because I love beating lowlifes!",positive,"@dan_kir96  Dan,",because I love beating lowlifes!,you are a total fraud. You have no idea what you are talking about!,"@dan_kir96  Dan, you are a total fraud. You have no idea what you are talking about!",0.07934805750846863
1205126388195504129,2019-12-12 14:04:55+00:00,RT @RudyGiuliani: Yet another example of the Double Standard which pervades our media and infects and intimidates enforcement of our laws....,negative,RT @RudyGiuliani: Yet another,example of the Double Standard which pervades our media and infects and intimidates enforcement of our laws....,"Democrat is caught in the Russia Hoax. This time itâs the former Obama campaign manager, who admits that he...","RT @RudyGiuliani: Yet another Democrat is caught in the Russia Hoax. This time itâs the former Obama campaign manager, who admits that he...",0.10569095611572266
496614759660548096,2014-08-05 11:12:40+00:00,"""""""@JayGershbein: I agree! MT  Doctor on @NBCNightlyNews agreed we should not bring #Ebola into country in two patients, bring docs to them.""""""",neutral,"""""""@JayGershbein: I agree! MT  Doctor on @NBCNightlyNews agreed we should not bring #Ebola into country in two patients, bring","docs to them.""""""",them back to...,"""""""@JayGershbein: I agree! MT  Doctor on @NBCNightlyNews agreed we should not bring #Ebola into country in two patients, bring them back to...",0.249141663312912
1872573544430698793,2024-12-27 09:21:38+00:00,"@NameisSiva272 

Auto-reply from Team Trump:

Weâll send you IMPORTANT ELECTION UPDATES for NORTH CAROLINA. Make sure youâre ready to VOTE FOR DONALD J. TRUMP by November 5th.

Text TRUMP to 88022

Share this post: https://t.co/IiaWVAl0My

Reply #stop to opt-out.",neutral,"@NameisSiva272 

Auto-reply from Team Trump:

Weâll send you IMPORTANT ELECTION UPDATES for","NORTH CAROLINA. Make sure youâre ready to VOTE FOR DONALD J. TRUMP by November 5th.

Text TRUMP to 88022

Share this post: https://t.co/IiaWVAl0My

Reply #stop to opt-out.",NORTH CAROLINA. Make sure youâre ready to VOTE FOR DONALD J. TRUMP by November 5th.,"@NameisSiva272 

Auto-reply from Team Trump:

Weâll send you IMPORTANT ELECTION UPDATES for NORTH CAROLINA. Make sure youâre ready to VOTE FOR DONALD J. TRUMP by November 5th.",0.9012299180030823
700381146392195074,2016-02-18 18:07:32+00:00,Response to the Pope:https://t.co/iWDjTIQyhE,neutral,Response to the,Pope:https://t.co/iWDjTIQyhE,2018-19 Budget,Response to the 2018-19 Budget,0.0822896957397461
1294263789043490817,2020-08-14 13:25:08+00:00,RT @SPWTalessia: Crunch time #Trump2020 #LeadRight #BlackVoicesForTrump #BuckeyeBattalion #MAGA https://t.co/rN5t8jmHmT,neutral,RT @SPWTalessia: Crunch,time #Trump2020 #LeadRight #BlackVoicesForTrump #BuckeyeBattalion #MAGA https://t.co/rN5t8jmHmT,yroll is a company that has been doing a lot of damage to the anime community. They are known for not paying their an...,RT @SPWTalessia: Crunch yroll is a company that has been doing a lot of damage to the anime community. They are known for not paying their an...,0.008047692477703094
1226515064766726145,2020-02-09 14:35:53+00:00,"RT @realDonaldTrump: Crazy Nancy Pelosiâs Impeachment Hoax has lifted Republican Congressional Polls (she lost the House once before!), andâ¦",negative,RT @realDonaldTrump: Crazy Nancy Pelosiâs,"Impeachment Hoax has lifted Republican Congressional Polls (she lost the House once before!), andâ¦",statement on the Mueller Report is a total lie. I never asked for the report to be âcompletedâ or...,RT @realDonaldTrump: Crazy Nancy Pelosiâs statement on the Mueller Report is a total lie. I never asked for the report to be âcompletedâ or...,0.29640519618988037
325411902777860097,2013-04-20 00:53:38+00:00,Read my tweets you dopes-of course he should get a trial-but fast (not a 12 year disaster).,neutral,Read my tweets you dopes-of course he should get a trial-but,fast (not a 12 year disaster).,it will be a long and expensive one. He has already cost the U.S. Billions of Dollars!,Read my tweets you dopes-of course he should get a trial-but it will be a long and expensive one. He has already cost the U.S. Billions of Dollars!,0.22594180703163147
1113437257493561344,2019-04-03 13:45:03+00:00,"Congress must get together and immediately eliminate the loopholes at the Border! If no action, Border, or large sections of Border, will close. This is a National Emergency!",negative,"Congress must get together and immediately eliminate the loopholes at the Border! If no action, Border, or large sections of Border, will close. This is a",National Emergency!,National Emergency!,"Congress must get together and immediately eliminate the loopholes at the Border! If no action, Border, or large sections of Border, will close. This is a National Emergency!",1.0
1853996075360645503,2024-11-06 03:01:24+00:00,"@MagmaPainter 

STAY IN LINE!

Republicans: We are doing GREAT! Stay in Line. Do not let them move you. 

STAY IN LINE AND VOTE!

#VoteforTrump #VotedforTrump 

Reply #stop to opt-out. https://t.co/eBxLYQ5Ai7",positive,"@MagmaPainter 

STAY IN LINE!

Republicans: We are doing GREAT! Stay in Line. Do not let them move","you. 

STAY IN LINE AND VOTE!

#VoteforTrump #VotedforTrump 

Reply #stop to opt-out. https://t.co/eBxLYQ5Ai7",you.,"@MagmaPainter 

STAY IN LINE!

Republicans: We are doing GREAT! Stay in Line. Do not let them move you.",0.27060261368751526
1026584703082610698,2018-08-06 21:44:00+00:00,"RT @realDonaldTrump: Presidential Approval numbers are very good - strong economy, military and just about everything else. Better numbers...",positive,RT @realDonaldTrump: Presidential,"Approval numbers are very good - strong economy, military and just about everything else. Better numbers...","Polls are a total scam. They are so far off, and have been for years, that they are no longer worth looki...","RT @realDonaldTrump: Presidential Polls are a total scam. They are so far off, and have been for years, that they are no longer worth looki...",0.3055184483528137
310941442828804096,2013-03-11 02:33:11+00:00,Re my hair-Should I change it? What do you think?,neutral,Re my hair-Should I,change it? What do you think?,cut it or not?,Re my hair-Should I cut it or not?,0.36467960476875305
325970245489680384,2013-04-21 13:52:17+00:00,"When the stupid people start feeling sorry for the Boston killer and want to release him and give him medals, remember the killings-maimings",negative,When the stupid people start feeling sorry for the Boston killer and want to,"release him and give him medals, remember the killings-maimings","give him a fair trial, then we will have lost our country. https://t.co/7XV149Q8YJ","When the stupid people start feeling sorry for the Boston killer and want to give him a fair trial, then we will have lost our country. https://t.co/7XV149Q8YJ",0.36445552110671997
1295068266843582465,2020-08-16 18:41:50+00:00,"RT @bennyjohnson: What if people talked like @JOEBIDEN?

Awkward... https://t.co/POpBPnRZSS",negative,RT @bennyjohnson: What if people,"talked like @JOEBIDEN?

Awkward... https://t.co/POpBPnRZSS",knew that the only reason they were told to wear masks was because of a CDC study that found that 90% of tâ¦,RT @bennyjohnson: What if people knew that the only reason they were told to wear masks was because of a CDC study that found that 90% of tâ¦,-0.02312617190182209
