textID,original,sentiment,prefix,completion,combined,orig_without_prefix
71f4a9b495, U so dirrrrrty... Why oh why did I pick the Hawks  I figured I needed a longshot and they were a better bet than CAR,neutral,<sentiment: neutral>U so dirrrrrty... Why oh why did I pick the Hawks, for my fantasy team?  I`m gonna be last in the league.,<sentiment: neutral>U so dirrrrrty... Why oh why did I pick the Hawks for my fantasy team?  I`m gonna be last in the league.,  I figured I needed a longshot and they were a better bet than CAR
d33ed264b3,almost got a kitty yesterday...but it didn`t work out,neutral,<sentiment: neutral>almost got a kitty yesterday..., but i didn`t get it.,<sentiment: neutral>almost got a kitty yesterday... but i didn`t get it.,ut it didn`t work out
77f88ea9e2,"reality needs to check in. schools over. time to party  not tonight tho, im going to bed. night, night.",neutral,<sentiment: neutral>reality needs to check in. schools over. time to party,. but i have to work tomorrow.  oh well.,<sentiment: neutral>reality needs to check in. schools over. time to party. but i have to work tomorrow.  oh well.," not tonight tho, im going to bed. night, night."
fe1deac869,   Caladesi was definitely a nice peaceful way to spend a Sunday! I got a lil tan!,positive,<sentiment: positive>Caladesi was definitely a nice peaceful way to, spend the day.  I love that place.,<sentiment: positive>Caladesi was definitely a nice peaceful way to spend the day.  I love that place.,to spend a Sunday! I got a lil tan!
e591a725ef, i still dont know what we would do though,neutral,<sentiment: neutral>i still dont know, what to do.,<sentiment: neutral>i still dont know what to do., what we would do though
2dbb28cc29,"_xo   dang it, so its not certain ? ? ? are you okay?",neutral,"<sentiment: neutral>_xo   dang it, so its", not just me then  haha.,"<sentiment: neutral>_xo   dang it, so its not just me then  haha.",not certain ? ? ? are you okay?
a7e4ad250a,Change of plans. I am staying in Brandon.  No Papaya Salad for me.,neutral,<sentiment: neutral>Change of plans. I am staying in Brandon, tonight.  I have a headache.,<sentiment: neutral>Change of plans. I am staying in Brandon tonight.  I have a headache.,  No Papaya Salad for me.
7d87899024,"Dear rain, you suck. Now I gotta change my plans for tonight",negative,"<sentiment: negative>Dear rain, you suck. Now", I`m going to be late,"<sentiment: negative>Dear rain, you suck. Now I`m going to be late",I gotta change my plans for tonight
461b51fa58,at starbucks with my love. eff school. i have work later too.,neutral,<sentiment: neutral>at starbucks with my love. eff, my bank account. i need a raise.,<sentiment: neutral>at starbucks with my love. eff my bank account. i need a raise.,school. i have work later too.
c31d79c440,I just cried whilst watching hollyoaks  .. i need a life! lol,negative,<sentiment: negative>I just cried whilst watching hollyo,aks most of the time  xD,<sentiment: negative>I just cried whilst watching hollyoaks most of the time  xD,ks  .. i need a life! lol
32ee7ef6c2,"Hi all, just recovering from a party, looking forward to an exciting bank holiday around the diy shops...life cant get much better.surely",positive,"<sentiment: positive>Hi all, just recovering from a party, looking forward to an exciting"," weekend, and a great week with my new job at the office","<sentiment: positive>Hi all, just recovering from a party, looking forward to an exciting weekend, and a great week with my new job at the office",bank holiday around the diy shops...life cant get much better.surely
29f805a7d2,Terminator Salvation... by myself.,neutral,<sentiment: neutral>Terminator Salvation, was pretty good.,<sentiment: neutral>Terminator Salvation was pretty good.,.. by myself.
d41fe360e4," for...the...loss. dumbface  ...him, not u. what u up to on the wknd? i wanna seeeeeee ya!",negative,"<sentiment: negative>for...the...loss. dumbface ...him, not u.",   i`m so sorry. i`m so sorry. ****.,"<sentiment: negative>for...the...loss. dumbface ...him, not u.   i`m so sorry. i`m so sorry. ****.",. what u up to on the wknd? i wanna seeeeeee ya!
a04c8c8695, Why do I have to enter my registration details every time I update?,neutral,<sentiment: neutral>Why do I have to enter my, password to read my own blog?,<sentiment: neutral>Why do I have to enter my password to read my own blog?, registration details every time I update?
25e42b2bf2,"On the monday, so i wont be able to be with you!  i love you",positive,"<sentiment: positive>On the monday, so i wont be able", to go to the concert  but i hope you have fun,"<sentiment: positive>On the monday, so i wont be able to go to the concert  but i hope you have fun",to be with you!  i love you
5843d17b1d," Ur so cute..I`m a fan of Dream A Little Dream, This Kiss and appearances like in Dawson`s Creek  Make more flicks!",positive,"<sentiment: positive>Ur so cute..I`m a fan of Dream A Little Dream,", and I`m a big fan of yours  I love you so much!,"<sentiment: positive>Ur so cute..I`m a fan of Dream A Little Dream, and I`m a big fan of yours  I love you so much!", This Kiss and appearances like in Dawson`s Creek  Make more flicks!
474d10ff48, TGIF is right...I think I broke my toe last night - on my bad foot.,neutral,<sentiment: neutral>TGIF is right...I think I broke, my toe this morning...it`s swollen and black,<sentiment: neutral>TGIF is right...I think I broke my toe this morning...it`s swollen and black, my toe last night - on my bad foot.
38e69da3a1," Oherr it`s soon then, do you have plans? I had a party on saturday  x",neutral,"<sentiment: neutral>Oherr it`s soon then, do you have", any idea what you`re going to get?,"<sentiment: neutral>Oherr it`s soon then, do you have any idea what you`re going to get?", plans? I had a party on saturday  x
972dc5787d,_LaMont yr very young looking dude,positive,<sentiment: positive>_LaMont yr, very welcome  x,<sentiment: positive>_LaMont yr very welcome  x,very young looking dude
0ba6aaf9aa,": hmmm, wrong link, ignore my tweet",negative,"<sentiment: negative>: hmmm, wrong", number  try again please?,"<sentiment: negative>: hmmm, wrong number  try again please?","link, ignore my tweet"
7a81537034,AT&T cheated the system and now I have no Green Day tickets  **** you AT&T!,negative,<sentiment: negative>AT&T cheated the system and now I have, to wait another 2-3 weeks for my phone,<sentiment: negative>AT&T cheated the system and now I have to wait another 2-3 weeks for my phone,no Green Day tickets  **** you AT&T!
311d2b185b,Tracy and Berwick breaks my achy breaky heart  They split ways in the hallways.,negative,<sentiment: negative>Tracy and Berwick breaks my achy break,y back  I`m in so much pain.,<sentiment: negative>Tracy and Berwick breaks my achy breaky back  I`m in so much pain., heart  They split ways in the hallways.
1e46d72ec6," yep, i wish they were all playing dubiln",positive,"<sentiment: positive>yep, i wish they", had a twitter account too!,"<sentiment: positive>yep, i wish they had a twitter account too!", were all playing dubiln
390f169584, im a lady and ladies don`t move couches. they direct where the couches go,neutral,<sentiment: neutral>im a lady and ladies don`t move couch,s  but i will if you want me to,<sentiment: neutral>im a lady and ladies don`t move couchs  but i will if you want me to,es. they direct where the couches go
58129e4130, Yay for Block Party!  You`re the BOMB! Blockheads <3 Dave!   Thanks for supporting NKOTB!,positive,<sentiment: positive>Yay for Block Party!  You`re the BOMB!,  http://blip.fm/~5jg6j,<sentiment: positive>Yay for Block Party!  You`re the BOMB!  http://blip.fm/~5jg6j, Blockheads <3 Dave!   Thanks for supporting NKOTB!
e6c9e5e3ab, 26th February,neutral,<sentiment: neutral>26, and still no job,<sentiment: neutral>26 and still no job,th February
cb5e709de8,Guess what? mom adopted a kitty today (11 months) His name is Corky,neutral,<sentiment: neutral>Guess what? mom adopted a kitty today, from the humane society.  I am happy,<sentiment: neutral>Guess what? mom adopted a kitty today from the humane society.  I am happy,(11 months) His name is Corky
a14b4ff440,Happy Birthday Snickers!!!! ? I hope you have the best day ever! Let`s go shopping!!!,positive,<sentiment: positive>Happy Birthday Snickers!!!!? I hope you have, a great day and get lots of presents!,<sentiment: positive>Happy Birthday Snickers!!!!? I hope you have a great day and get lots of presents!, the best day ever! Let`s go shopping!!!
5d57a5eda2, Thank you!  I`m working on `s,positive,<sentiment: positive>Thank you!  I, am so glad you like it,<sentiment: positive>Thank you!  I am so glad you like it,`m working on `s
1e3561e921, lol man i got 2 1 /2 hrs an iont how i woulda made it wit out my ramen noodles and t.v. Time,neutral,<sentiment: neutral>lol man i got 2 1 /2 hrs an iont how, long it will take 2 do it  i`ll keep u updated,<sentiment: neutral>lol man i got 2 1 /2 hrs an iont how long it will take 2 do it  i`ll keep u updated, i woulda made it wit out my ramen noodles and t.v. Time
c2ea5cb58b,Not feeling all that well today,negative,<sentiment: negative>Not feeling all, that great today.,<sentiment: negative>Not feeling all that great today.,that well today
cde0016d6d,"http://twitpic.com/4wp8s - My ear hurts, and THIS is my medicine. GUM",negative,<sentiment: negative>http://twitpic.com/4wp8s -, that`s so sad.  I`m sorry.,<sentiment: negative>http://twitpic.com/4wp8s - that`s so sad.  I`m sorry.,"My ear hurts, and THIS is my medicine. GUM"
5fc411e8d1,_berland LMAO I know I know,neutral,<sentiment: neutral>_berland LMA,O I know right?,<sentiment: neutral>_berland LMAO I know right?, I know I know
5ffb19ae8f,Gnight shar   <(` `<)Vega(>` `)>,neutral,<sentiment: neutral>Gnight shar   <(` `<,>`) >  <3,<sentiment: neutral>Gnight shar   <(` `<>`) >  <3,Vega(>` `)>
76da985a47,The underwire in my bra is sticking out and poking me in the armpit,negative,<sentiment: negative>The underwire in my bra is sticking, into my side.  Ouch.,<sentiment: negative>The underwire in my bra is sticking into my side.  Ouch.,out and poking me in the armpit
3a98aa4762,Happy Mothers Day!!!,positive,<sentiment: positive>Happy, Mothers Day,<sentiment: positive>Happy Mothers Day,Mothers Day!!!
886545bbab,"Yes, I am",neutral,<sentiment: neutral>Yes, please do,<sentiment: neutral>Yes please do, I am
2afe118dc3, I can`t call Mitch!  Im from sweden!,neutral,<sentiment: neutral>I can`t call Mitch!,  I`m at work!,<sentiment: neutral>I can`t call Mitch!  I`m at work!,  Im from sweden!
704c53f4cf,Happy star wars day! May the fourth be with you,positive,<sentiment: positive>Happy star wars day!, May the 4th be with you,<sentiment: positive>Happy star wars day! May the 4th be with you,May the fourth be with you
71fa60d9ff,was so excited to eat the wartermelon i bought the other day and it was terrible and not sweet,neutral,<sentiment: neutral>was so excited to eat the wartermelon i," got from the farmer`s market, but its moldy","<sentiment: neutral>was so excited to eat the wartermelon i got from the farmer`s market, but its moldy",bought the other day and it was terrible and not sweet
c238c4dbb7,i just watched Marley & Me...i cried so hard!,negative,<sentiment: negative>i just watched Marley &, I am so sad now.,<sentiment: negative>i just watched Marley & I am so sad now.,Me...i cried so hard!
dc73e85417,Take antibacterial to school to clean your hands when you cant go the loos,neutral,<sentiment: neutral>Take antibacterial to school to clean, your hands.  #swineflu,<sentiment: neutral>Take antibacterial to school to clean your hands.  #swineflu,your hands when you cant go the loos
af63915fa9,I`m leaving work now. Trying to decide if I return on Sunday afternoon or Monday 4 am to meet a noon (UK time) deadline.,neutral,<sentiment: neutral>I`m leaving work now. Trying to decide if I return on Sunday, or Monday. I`m off for 2 weeks.  #fb,<sentiment: neutral>I`m leaving work now. Trying to decide if I return on Sunday or Monday. I`m off for 2 weeks.  #fb,afternoon or Monday 4 am to meet a noon (UK time) deadline.
eb2fc4d281, haaaw..well i get out of class at 10:50..i hope i make it,positive,<sentiment: positive>haaaw..well i get out of class, in 20 min..i hope it goes fast,<sentiment: positive>haaaw..well i get out of class in 20 min..i hope it goes fast, at 10:50..i hope i make it
f9382a1f7b,"oooh, sunshine! A patch of sunshine! And it will be gone by the time I leave work and replaced with rain.  /vent",neutral,"<sentiment: neutral>oooh, sunshine! A patch of sunshine! And it will be", gone in a few minutes.  I want to go outside.,"<sentiment: neutral>oooh, sunshine! A patch of sunshine! And it will be gone in a few minutes.  I want to go outside.",gone by the time I leave work and replaced with rain.  /vent
54670ca807,skype call with billie but my webcam dont work,neutral,<sentiment: neutral>skype call with bill, and jessie!,<sentiment: neutral>skype call with bill and jessie!,e but my webcam dont work
3ab338c459,"Just had a great study time followed by a delicious Japanese meal with Arty! Now, trying to get back into the study mood",positive,<sentiment: positive>Just had a great study time followed by a delicious Japanese meal with, my friend.  http://plurk.com/p/su2j9,<sentiment: positive>Just had a great study time followed by a delicious Japanese meal with my friend.  http://plurk.com/p/su2j9,"Arty! Now, trying to get back into the study mood"
c7c7f7f025,FML not having a car is prohibiting finding a job,negative,<sentiment: negative>FML not having a car, is a ****.  #fb,<sentiment: negative>FML not having a car is a ****.  #fb,is prohibiting finding a job
1256e6a4d2,"  lol since I got twitter a little while ago, it seems like loads of people setting up an account",neutral,"<sentiment: neutral>lol since I got twitter a little while ago,"," I`ve been following you, but never tweeted you","<sentiment: neutral>lol since I got twitter a little while ago, I`ve been following you, but never tweeted you",", it seems like loads of people setting up an account"
990cdeae87, I want to see David cook!!,positive,<sentiment: positive>I want to, go to the beach,<sentiment: positive>I want to go to the beach, see David cook!!
9a55d83c79, yeh me 2,neutral,<sentiment: neutral>yeh, dear!,<sentiment: neutral>yeh dear!, me 2
c8307a482d, learning tat the scenic way  din plan to go town but somehow was herded there?,neutral,<sentiment: neutral>learning tat the scenic way  din plan to, go to the gym today but i did anyway.,<sentiment: neutral>learning tat the scenic way  din plan to go to the gym today but i did anyway., go town but somehow was herded there?
0a21b662a4," i don`t want to do anything specific, i just want to see you and puppy!",neutral,"<sentiment: neutral>i don`t want to do anything specific,", just chill at home and watch a movie or something,"<sentiment: neutral>i don`t want to do anything specific, just chill at home and watch a movie or something", i just want to see you and puppy!
297f7d9e0f, yeah i need his fricken cell number ive tried his home for months and hes too busy. i miss braddddddddd,negative,<sentiment: negative>yeah i need his fricken cell number ive tried his home, phone and no one answers  i miss him so much!,<sentiment: negative>yeah i need his fricken cell number ive tried his home phone and no one answers  i miss him so much!, for months and hes too busy. i miss braddddddddd
68901906a4,Toy Story 3 trailer premiered with Up. I need my computer back.,neutral,<sentiment: neutral>Toy Story 3 trailer premiered with, Up. I missed it.,<sentiment: neutral>Toy Story 3 trailer premiered with Up. I missed it.,Up. I need my computer back.
3112944847,ughh on the phone with HP!,neutral,<sentiment: neutral>ughh on the, way to work now.,<sentiment: neutral>ughh on the way to work now.,phone with HP!
8f8334ffa2,And- hand made by Dan & Jenn -sock blockers ... made from exotic woods ... one of which is called 'purple heart',neutral,<sentiment: neutral>And- hand made by Dan & Jenn -sock blockers... made, from a piece of wood from the old house.  #fibrefest,<sentiment: neutral>And- hand made by Dan & Jenn -sock blockers... made from a piece of wood from the old house.  #fibrefest, from exotic woods ... one of which is called 'purple heart'
322546026e, yay about breaking 200!,positive,<sentiment: positive>yay about, the new job!,<sentiment: positive>yay about the new job!, breaking 200!
e6c154f9be, bahah sadly I am not,negative,<sentiment: negative>bahah sadly, not for me.,<sentiment: negative>bahah sadly not for me., I am not
e96d849b35, i always have those for my Champions League parties  Tis awesome,positive,<sentiment: positive>i always have those for my, lunches.  thanks!,<sentiment: positive>i always have those for my lunches.  thanks!, Champions League parties  Tis awesome
124e30d941," well, not all. just stay away from those kinds and surround yourself with those who don`t. happy mother`s day to ur mom, treiz!",positive,"<sentiment: positive>well, not all. just stay away from those kinds and surround yourself with", good people.  and you`ll be fine.  good night!,"<sentiment: positive>well, not all. just stay away from those kinds and surround yourself with good people.  and you`ll be fine.  good night!"," those who don`t. happy mother`s day to ur mom, treiz!"
fbb5742bbb,_Adel they didn`t reply yet.. wait till they confirm.. in case somebody might have translated it already..,neutral,<sentiment: neutral>_Adel they didn`t reply yet.. wait till they, do  I`ll let you know if they do..,<sentiment: neutral>_Adel they didn`t reply yet.. wait till they do  I`ll let you know if they do..,confirm.. in case somebody might have translated it already..
e90acf3c42, thats rough. hubby had knee surgery but it did help him in the end. Let us know the results. We`ll keep him in our prayers,negative,<sentiment: negative>thats rough. hubby had knee surgery but it did help him in the, end. he can`t run anymore but he can walk without pain.  sorry,<sentiment: negative>thats rough. hubby had knee surgery but it did help him in the end. he can`t run anymore but he can walk without pain.  sorry, end. Let us know the results. We`ll keep him in our prayers
0b0944285d,might have to go back much earlier than expected. bye bye bay area,neutral,<sentiment: neutral>might have to go back much earlier, than I thought.  #fb,<sentiment: neutral>might have to go back much earlier than I thought.  #fb,than expected. bye bye bay area
